id,loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,title,zip_code,dti,fico_range_low,tot_cur_bal,loan_status
68606890,18000, 60 months,14.85,426.81,5 years,RENT,48000,Source Verified,debt_consolidation,Debt consolidation,806xx,19.76,660,41300,Charged Off
68376784,25000, 36 months,17.27,894.69,10+ years,MORTGAGE,120000,Not Verified,debt_consolidation,Debt consolidation,350xx,21.33,660,73675,Charged Off
67675402,15000, 36 months,12.88,504.55,10+ years,MORTGAGE,50000,Not Verified,debt_consolidation,Debt consolidation,490xx,13.92,665,248016,Fully Paid
68566571,3600, 36 months,11.48,118.68,1 year,MORTGAGE,97000,Source Verified,car,Car financing,610xx,18.93,660,245735,Fully Paid
68386802,33000, 36 months,8.49,1041.58,5 years,MORTGAGE,92250,Verified,other,Other,201xx,20.68,735,320452,Fully Paid
68466671,14950, 60 months,18.99,387.73,10+ years,MORTGAGE,68000,Verified,debt_consolidation,Debt consolidation,541xx,31.36,685,116969,Fully Paid
68606857,15000, 36 months,12.88,504.55,10+ years,MORTGAGE,154000,Not Verified,debt_consolidation,Debt consolidation,078xx,35.77,730,625574,Fully Paid
68606912,7000, 36 months,16.59,248.15,2 years,MORTGAGE,30100,Verified,debt_consolidation,Debt consolidation,453xx,25.68,680,112712,Fully Paid
68526678,15000, 60 months,16.59,369.49,10+ years,RENT,35300,Not Verified,debt_consolidation,Debt consolidation,666xx,36.52,680,37590,Charged Off
68585614,35000, 36 months,12.88,1177.27,4 years,RENT,98000,Source Verified,debt_consolidation,Debt consolidation,641xx,18.93,690,115692,Fully Paid
66624023,8000, 36 months,8.49,252.51,,MORTGAGE,58000,Not Verified,credit_card,Credit card refinancing,924xx,5.9,730,308483,Fully Paid
68356729,20000, 36 months,11.99,664.2,8 years,MORTGAGE,40000,Not Verified,credit_card,Credit card refinancing,117xx,22.84,710,21678,Charged Off
68537150,14375, 60 months,19.89,379.98,< 1 year,MORTGAGE,80000,Source Verified,debt_consolidation,Debt consolidation,760xx,37.32,695,224733,Fully Paid
68406791,21000, 36 months,9.17,669.46,< 1 year,MORTGAGE,85000,Not Verified,debt_consolidation,Debt consolidation,019xx,10.51,705,198508,Fully Paid
68534381,3700, 36 months,12.88,124.46,10+ years,OWN,65000,Source Verified,debt_consolidation,Debt consolidation,244xx,20.81,700,32007,Fully Paid
68386814,8400, 36 months,9.17,267.79,10+ years,RENT,85000,Not Verified,credit_card,Credit card refinancing,030xx,26.77,660,40798,Charged Off
67476662,7200, 36 months,11.48,237.36,1 year,RENT,22000,Not Verified,debt_consolidation,Debt consolidation,786xx,23.57,750,14303,Fully Paid
67918929,16800, 36 months,8.49,530.26,8 years,MORTGAGE,85400,Not Verified,debt_consolidation,Debt consolidation,181xx,17.27,705,195318,Fully Paid
68587465,9000, 36 months,5.32,271.04,7 years,MORTGAGE,150000,Not Verified,major_purchase,Major purchase,968xx,0.63,795,4842,Fully Paid
68526718,6000, 36 months,13.99,205.04,6 years,MORTGAGE,43700,Verified,home_improvement,Home improvement,329xx,31.87,660,122566,Fully Paid
68486915,34000, 36 months,10.78,1109.58,7 years,RENT,76497,Verified,debt_consolidation,Debt consolidation,891xx,13.32,705,34886,Fully Paid
68526576,20000, 60 months,11.99,444.79,10+ years,MORTGAGE,67000,Not Verified,debt_consolidation,Debt consolidation,185xx,6.52,680,196474,Charged Off
68615371,16000, 36 months,12.88,538.18,10+ years,MORTGAGE,91000,Source Verified,debt_consolidation,Debt consolidation,070xx,11.78,665,377656,Charged Off
68546420,11200, 36 months,8.49,353.51,10+ years,MORTGAGE,70000,Not Verified,debt_consolidation,Debt consolidation,027xx,15.88,685,336832,Fully Paid
66520372,21000, 60 months,18.49,538.88,10+ years,MORTGAGE,95000,Not Verified,debt_consolidation,Debt consolidation,765xx,34.84,675,364710,Charged Off
67466859,16000, 60 months,12.88,363.07,10+ years,MORTGAGE,65000,Verified,credit_card,Credit card refinancing,493xx,39.56,705,103228,Charged Off
68407083,6000, 36 months,7.91,187.77,10+ years,MORTGAGE,50000,Not Verified,debt_consolidation,Debt consolidation,404xx,19.42,785,144011,Fully Paid
68577519,9100, 36 months,6.49,278.87,4 years,RENT,84000,Not Verified,credit_card,Credit card refinancing,454xx,15.57,730,84112,Fully Paid
68616757,10000, 36 months,6.99,308.73,10+ years,MORTGAGE,60000,Not Verified,other,Other,377xx,29.15,710,278584,Fully Paid
67808313,28000, 60 months,10.78,605.73,3 years,MORTGAGE,135000,Verified,debt_consolidation,Debt consolidation,456xx,26.15,740,342398,Late (31-120 days)
68396002,30000, 60 months,27.49,924.87,1 year,MORTGAGE,115000,Verified,other,Other,805xx,17.73,675,300130,Charged Off
68577456,8450, 36 months,11.99,280.63,10+ years,RENT,37380,Not Verified,debt_consolidation,Debt consolidation,286xx,15.09,670,6295,Fully Paid
68537123,8775, 36 months,22.45,337.17,10+ years,RENT,75000,Source Verified,credit_card,Credit card refinancing,308xx,20.37,660,65963,Fully Paid
68506560,6000, 36 months,5.32,180.69,5 years,MORTGAGE,72000,Source Verified,debt_consolidation,Debt consolidation,774xx,17.08,690,149763,Fully Paid
68416683,10000, 36 months,5.32,301.15,10+ years,MORTGAGE,75000,Source Verified,debt_consolidation,Debt consolidation,820xx,5.17,770,186318,Fully Paid
68486957,10000, 36 months,15.77,350.44,4 years,RENT,128000,Verified,debt_consolidation,Debt consolidation,953xx,36.23,685,83718,Charged Off
68514937,7200, 36 months,17.27,257.67,3 years,RENT,22000,Verified,debt_consolidation,Debt consolidation,210xx,38.63,700,31313,Fully Paid
68547344,20000, 60 months,14.85,474.23,5 years,OWN,75000,Not Verified,debt_consolidation,Debt consolidation,914xx,18.76,705,369878,Fully Paid
68376788,20000, 36 months,9.17,637.58,2 years,RENT,95750,Source Verified,debt_consolidation,Debt consolidation,329xx,19.14,685,87694,Charged Off
68356655,5000, 36 months,5.32,150.58,8 years,MORTGAGE,130000,Not Verified,debt_consolidation,Debt consolidation,926xx,10.44,720,686601,Fully Paid
68506603,15000, 60 months,9.8,317.24,< 1 year,MORTGAGE,35179,Not Verified,debt_consolidation,Debt consolidation,814xx,23.47,705,203650,Charged Off
68366599,23950, 36 months,17.97,865.49,3 years,RENT,160000,Verified,credit_card,Credit card refinancing,193xx,18.41,675,141658,Charged Off
68356727,15000, 36 months,10.78,489.52,10+ years,MORTGAGE,160000,Not Verified,debt_consolidation,Debt consolidation,325xx,24.79,670,259264,Fully Paid
68536969,2250, 36 months,8.49,71.02,< 1 year,MORTGAGE,60000,Source Verified,credit_card,Credit card refinancing,463xx,16.88,690,186499,Fully Paid
68613885,14000, 36 months,13.44,474.69,1 year,MORTGAGE,40000,Not Verified,debt_consolidation,Debt consolidation,707xx,37.39,670,31789,Fully Paid
68514503,14000, 36 months,12.88,470.91,2 years,RENT,80000,Source Verified,debt_consolidation,Debt consolidation,902xx,5.04,660,7002,Charged Off
68496864,18000, 36 months,7.49,559.83,3 years,MORTGAGE,83000,Source Verified,debt_consolidation,Debt consolidation,236xx,7.93,700,218712,Fully Paid
67969431,12000, 36 months,5.32,361.38,3 years,MORTGAGE,72500,Not Verified,other,Other,209xx,2.71,745,349210,Fully Paid
68526434,5600, 36 months,10.78,182.76,10+ years,OWN,46000,Source Verified,credit_card,Credit card refinancing,217xx,13.18,660,253597,Fully Paid
68052879,35000, 36 months,16.59,1240.72,1 year,RENT,83000,Verified,debt_consolidation,Debt consolidation,922xx,25.52,700,159887,Fully Paid
68342980,8000, 36 months,12.88,269.09,3 years,RENT,43500,Source Verified,other,Other,310xx,22.48,700,17589,Charged Off
68366762,2400, 36 months,13.44,81.38,3 years,RENT,26000,Source Verified,debt_consolidation,Debt consolidation,981xx,16.39,670,11041,Fully Paid
68445172,35000, 36 months,17.27,1252.56,< 1 year,MORTGAGE,98000,Source Verified,debt_consolidation,Debt consolidation,342xx,19.74,685,333930,Fully Paid
68072793,35000, 60 months,10.78,757.16,10+ years,MORTGAGE,140000,Verified,credit_card,Credit card refinancing,284xx,16.46,745,474040,Charged Off
68587393,7000, 36 months,12.88,235.46,10+ years,OWN,55000,Source Verified,other,Other,850xx,37.22,735,52076,Fully Paid
68476416,8000, 36 months,11.99,265.68,2 years,OWN,23200,Verified,debt_consolidation,Debt consolidation,974xx,33.78,675,17312,Fully Paid
68516502,6125, 36 months,17.27,219.2,4 years,RENT,70000,Source Verified,debt_consolidation,Debt consolidation,142xx,17.36,690,31704,Fully Paid
68616394,10400, 36 months,13.44,352.63,10+ years,MORTGAGE,150000,Verified,debt_consolidation,Debt consolidation,631xx,18.51,670,252779,Charged Off
68586405,30000, 36 months,7.91,938.85,5 years,MORTGAGE,134000,Not Verified,debt_consolidation,Debt consolidation,358xx,17.1,725,256121,Fully Paid
68394820,4000, 36 months,14.85,138.37,5 years,MORTGAGE,30000,Not Verified,debt_consolidation,Debt consolidation,601xx,8.18,665,5339,Fully Paid
68537225,10000, 36 months,10.78,326.35,10+ years,MORTGAGE,125000,Not Verified,debt_consolidation,Debt consolidation,347xx,19.92,685,382609,Fully Paid
68355715,16000, 36 months,7.91,500.72,< 1 year,MORTGAGE,50000,Not Verified,debt_consolidation,Debt consolidation,401xx,24.41,715,106144,Fully Paid
68464432,24000, 60 months,17.27,599.96,10+ years,MORTGAGE,67000,Not Verified,home_improvement,Home improvement,130xx,29.07,690,251690,Charged Off
68338713,19225, 60 months,26.99,586.93,< 1 year,MORTGAGE,56600,Verified,debt_consolidation,,451xx,18.21,710,33946,Charged Off
68386849,13000, 60 months,12.88,295,5 years,MORTGAGE,130000,Not Verified,home_improvement,Home improvement,740xx,5.51,705,221561,Charged Off
68416594,16800, 60 months,9.17,350.13,7 years,MORTGAGE,52000,Not Verified,debt_consolidation,Debt consolidation,441xx,28.96,735,154736,Charged Off
68356739,2000, 36 months,6.49,61.29,3 years,OWN,35037,Not Verified,credit_card,Credit card refinancing,212xx,8.51,760,129310,Fully Paid
66603901,19200, 36 months,5.32,578.21,< 1 year,MORTGAGE,50000,Source Verified,debt_consolidation,Debt consolidation,293xx,19.24,690,25243,Fully Paid
66340149,10000, 60 months,13.44,229.79,10+ years,RENT,140000,Source Verified,debt_consolidation,Debt consolidation,925xx,9.99,660,298210,Fully Paid
68496775,35000, 36 months,7.91,1095.33,4 years,MORTGAGE,165000,Source Verified,debt_consolidation,Debt consolidation,112xx,18.89,710,81908,Fully Paid
68396654,15000, 36 months,12.88,504.55,10+ years,MORTGAGE,60000,Not Verified,debt_consolidation,Debt consolidation,351xx,36.4,675,200590,Fully Paid
68426569,35000, 36 months,15.77,1226.53,< 1 year,RENT,84468,Source Verified,debt_consolidation,Debt consolidation,287xx,16.85,665,81087,Fully Paid
68577530,18000, 36 months,8.49,568.14,< 1 year,RENT,55000,Source Verified,credit_card,Credit card refinancing,453xx,27.17,670,52980,Fully Paid
68466644,8000, 36 months,9.8,257.39,6 years,RENT,40000,Not Verified,debt_consolidation,Debt consolidation,945xx,25.15,685,27080,Charged Off
68356682,15000, 60 months,12.88,340.38,10+ years,OWN,50000,Not Verified,debt_consolidation,Debt consolidation,852xx,30.08,805,96280,Fully Paid
68547298,17400, 60 months,8.49,356.91,10+ years,MORTGAGE,175000,Source Verified,debt_consolidation,Debt consolidation,973xx,7.04,695,315597,Fully Paid
68516537,35000, 36 months,11.99,1162.34,10+ years,MORTGAGE,156000,Verified,credit_card,Credit card refinancing,373xx,14.98,710,388441,Fully Paid
68356714,12000, 36 months,9.17,382.55,3 years,RENT,100000,Source Verified,debt_consolidation,Debt consolidation,601xx,12.13,745,37896,Fully Paid
68386821,24000, 36 months,9.17,765.1,10+ years,RENT,66000,Verified,debt_consolidation,Debt consolidation,925xx,23.98,665,125585,Fully Paid
68406994,8000, 36 months,7.91,250.36,5 years,OWN,66500,Verified,home_improvement,Home improvement,773xx,29.22,725,50862,Fully Paid
68356724,16775, 60 months,19.89,443.41,1 year,MORTGAGE,74000,Verified,debt_consolidation,Debt consolidation,300xx,29.91,675,369811,Fully Paid
66590964,8000, 36 months,8.49,252.51,3 years,MORTGAGE,48000,Not Verified,credit_card,Credit card refinancing,850xx,15.15,670,123372,Fully Paid
68436430,21000, 36 months,10.78,685.33,< 1 year,MORTGAGE,100000,Not Verified,debt_consolidation,Debt consolidation,801xx,29.75,730,62696,Fully Paid
68453284,20000, 60 months,13.44,459.58,2 years,MORTGAGE,150000,Not Verified,other,Other,336xx,5.73,670,288842,Charged Off
68577623,10000, 36 months,12.88,336.37,< 1 year,MORTGAGE,113000,Source Verified,credit_card,Credit card refinancing,974xx,21.59,690,389737,Fully Paid
68446401,6000, 36 months,7.91,187.77,< 1 year,MORTGAGE,81120,Not Verified,debt_consolidation,Debt consolidation,277xx,18.45,685,190302,Fully Paid
67206595,6000, 36 months,18.49,218.4,,MORTGAGE,54744,Verified,debt_consolidation,Debt consolidation,070xx,23.96,665,328594,Fully Paid
68434983,8400, 36 months,11.48,276.92,< 1 year,RENT,80000,Source Verified,credit_card,Credit card refinancing,146xx,13.92,710,26155,Fully Paid
68366679,10000, 60 months,12.88,226.92,10+ years,RENT,33000,Not Verified,credit_card,Credit card refinancing,968xx,23.23,665,21272,Fully Paid
68577614,6000, 36 months,9.17,191.28,2 years,OWN,72000,Not Verified,credit_card,Credit card refinancing,805xx,2.8,660,4752,Fully Paid
68564481,20000, 36 months,8.49,631.26,10+ years,RENT,70000,Source Verified,credit_card,Credit card refinancing,100xx,12.51,675,32224,Fully Paid
68416579,4600, 36 months,11.99,152.77,,RENT,14688,Verified,credit_card,Credit card refinancing,333xx,14.79,670,14395,Fully Paid
68340648,20000, 36 months,17.27,715.75,10+ years,MORTGAGE,50000,Not Verified,other,,283xx,33.75,705,127260,Fully Paid
68052883,15000, 36 months,9.17,478.19,2 years,RENT,48112,Not Verified,credit_card,Credit card refinancing,951xx,31.62,685,33101,Fully Paid
68465033,12000, 36 months,12.88,403.64,4 years,MORTGAGE,40000,Not Verified,debt_consolidation,Debt consolidation,852xx,23.98,690,238974,Fully Paid
68587366,5000, 36 months,10.78,163.18,10+ years,OWN,75000,Source Verified,debt_consolidation,Debt consolidation,280xx,16.7,705,56423,Fully Paid
66624075,6000, 36 months,10.78,195.81,< 1 year,MORTGAGE,57000,Source Verified,debt_consolidation,Debt consolidation,211xx,18.34,690,259307,Fully Paid
68445725,10050, 60 months,17.27,251.23,10+ years,RENT,34000,Not Verified,credit_card,Credit card refinancing,432xx,18.6,710,6303,Charged Off
68416619,6000, 36 months,5.32,180.69,10+ years,RENT,43000,Source Verified,debt_consolidation,Debt consolidation,131xx,20.37,680,27746,Fully Paid
68385791,28000, 60 months,20.5,749.65,10+ years,RENT,84000,Source Verified,debt_consolidation,Debt consolidation,922xx,37.26,700,114340,Charged Off
68386842,15000, 36 months,5.32,451.73,3 years,OWN,81000,Not Verified,credit_card,Credit card refinancing,752xx,16.95,800,64382,Fully Paid
68425549,10500, 36 months,8.49,331.42,10+ years,MORTGAGE,168400,Verified,other,Other,757xx,27.58,715,139884,Fully Paid
66433932,10000, 36 months,13.44,339.07,3 years,MORTGAGE,34000,Source Verified,debt_consolidation,Debt consolidation,018xx,11.19,720,85375,Fully Paid
66220950,3600, 36 months,7.49,111.97,< 1 year,MORTGAGE,62000,Not Verified,debt_consolidation,Debt consolidation,481xx,22.42,720,213212,Fully Paid
68356738,10000, 36 months,11.48,329.67,10+ years,MORTGAGE,72000,Not Verified,other,Other,201xx,26.9,680,420706,Fully Paid
68587377,30000, 36 months,8.49,946.89,10+ years,RENT,115000,Source Verified,credit_card,Credit card refinancing,890xx,13.54,690,33898,Fully Paid
67705153,8000, 36 months,11.99,265.68,2 years,RENT,35000,Source Verified,debt_consolidation,Debt consolidation,117xx,10.12,720,6352,Fully Paid
68416560,15000, 60 months,16.59,369.49,1 year,MORTGAGE,55000,Not Verified,debt_consolidation,Debt consolidation,066xx,10.17,660,22026,Charged Off
68576593,21600, 36 months,8.49,681.76,2 years,MORTGAGE,60000,Verified,debt_consolidation,Debt consolidation,802xx,17.42,685,132095,Fully Paid
68340587,12000, 36 months,9.17,382.55,10+ years,MORTGAGE,105000,Source Verified,credit_card,,372xx,16.86,670,242572,Fully Paid
68466641,28000, 36 months,7.91,876.26,8 years,MORTGAGE,102000,Source Verified,credit_card,Credit card refinancing,460xx,21.05,700,150054,Fully Paid
68445845,6400, 36 months,11.48,210.99,10+ years,RENT,33000,Verified,credit_card,Credit card refinancing,331xx,15.6,685,21252,Fully Paid
68596423,15000, 36 months,9.17,478.19,10+ years,RENT,48000,Source Verified,car,Car financing,113xx,12.2,680,15450,Fully Paid
68386830,13000, 36 months,7.91,406.84,2 years,RENT,70000,Not Verified,credit_card,Credit card refinancing,787xx,26.32,710,100336,Fully Paid
68486912,10000, 36 months,13.44,339.07,3 years,RENT,80000,Not Verified,credit_card,Credit card refinancing,060xx,15.56,670,47467,Fully Paid
68338703,24800, 36 months,7.91,776.12,10+ years,MORTGAGE,95000,Source Verified,debt_consolidation,,800xx,14.76,765,197541,Fully Paid
68575726,12000, 60 months,10.78,259.6,10+ years,OWN,56000,Not Verified,other,Other,720xx,25.98,705,42392,Charged Off
68386728,10800, 60 months,8.49,221.53,9 years,MORTGAGE,96000,Not Verified,car,Car financing,282xx,12.25,695,231437,Late (31-120 days)
68340637,15000, 36 months,11.99,498.15,1 year,MORTGAGE,65000,Source Verified,debt_consolidation,,919xx,17.56,665,231860,Fully Paid
67308558,24000, 36 months,5.32,722.76,3 years,MORTGAGE,120000,Not Verified,credit_card,Credit card refinancing,070xx,15.82,725,470657,Fully Paid
68606879,2000, 36 months,13.44,67.82,10+ years,OWN,75600,Verified,debt_consolidation,Debt consolidation,420xx,10.17,685,161917,Fully Paid
68537015,22600, 36 months,15.77,791.99,3 years,MORTGAGE,53867,Not Verified,debt_consolidation,Debt consolidation,925xx,25.31,675,204160,Fully Paid
68606893,13500, 36 months,23.13,523.5,10+ years,RENT,50000,Source Verified,debt_consolidation,Debt consolidation,328xx,25.3,660,26347,Charged Off
68338676,6000, 36 months,10.78,195.81,10+ years,MORTGAGE,66000,Not Verified,car,,553xx,19.96,695,287417,Charged Off
68587428,20000, 60 months,9.8,422.98,10+ years,MORTGAGE,84000,Not Verified,credit_card,Credit card refinancing,261xx,23.27,690,142068,Charged Off
68486909,5000, 36 months,6.49,153.23,10+ years,OWN,55000,Not Verified,debt_consolidation,Debt consolidation,034xx,29.15,700,56358,Fully Paid
68506544,20000, 36 months,7.49,622.04,10+ years,MORTGAGE,100000,Not Verified,credit_card,Credit card refinancing,015xx,12.18,735,227847,Fully Paid
68386766,12000, 36 months,9.8,386.09,10+ years,MORTGAGE,103000,Source Verified,debt_consolidation,Debt consolidation,221xx,18.54,680,85818,Fully Paid
68386716,32000, 36 months,11.48,1054.93,10+ years,MORTGAGE,107000,Verified,credit_card,Credit card refinancing,050xx,19.13,710,197622,Fully Paid
68606732,15200, 60 months,13.99,353.6,10+ years,OWN,69998,Verified,debt_consolidation,Debt consolidation,637xx,14.52,660,29586,Charged Off
68356598,12500, 60 months,11.99,278,< 1 year,MORTGAGE,60000,Not Verified,debt_consolidation,Debt consolidation,286xx,16.98,685,22593,Fully Paid
68506468,21000, 36 months,10.78,685.33,4 years,MORTGAGE,81000,Not Verified,debt_consolidation,Debt consolidation,462xx,17.19,700,171617,Fully Paid
68446452,16000, 36 months,8.49,505.01,3 years,RENT,35000,Not Verified,credit_card,Credit card refinancing,681xx,24.49,705,25404,Fully Paid
67307680,24650, 36 months,11.48,812.63,10+ years,MORTGAGE,100000,Verified,debt_consolidation,Debt consolidation,961xx,22.64,725,232132,Fully Paid
68446430,11000, 36 months,7.91,344.25,3 years,MORTGAGE,77000,Not Verified,debt_consolidation,Debt consolidation,450xx,28.73,685,102832,Fully Paid
68566128,22400, 60 months,14.85,531.14,10+ years,RENT,70000,Verified,credit_card,Credit card refinancing,028xx,18.69,695,46351,Fully Paid
68426504,15125, 60 months,18.49,388.12,10+ years,MORTGAGE,61000,Verified,debt_consolidation,Debt consolidation,339xx,25.38,680,138317,Charged Off
68416679,8725, 36 months,11.99,289.76,10+ years,MORTGAGE,60000,Source Verified,debt_consolidation,Debt consolidation,645xx,29.56,730,182657,Late (31-120 days)
68376661,8000, 36 months,7.91,250.36,10+ years,MORTGAGE,63800,Not Verified,debt_consolidation,Debt consolidation,750xx,23.76,730,176193,Fully Paid
68537075,8000, 36 months,9.17,255.04,2 years,RENT,52000,Source Verified,major_purchase,Major purchase,908xx,11.86,665,4715,Fully Paid
68338692,11000, 36 months,14.85,380.52,2 years,RENT,42240,Source Verified,home_improvement,,021xx,19.18,685,17527,Fully Paid
68052151,11725, 60 months,18.99,304.09,5 years,MORTGAGE,82000,Source Verified,debt_consolidation,Debt consolidation,958xx,13.32,680,462075,Charged Off
68486965,28500, 60 months,18.99,739.15,< 1 year,MORTGAGE,70000,Source Verified,debt_consolidation,Debt consolidation,981xx,29.37,690,51516,Fully Paid
68526655,25000, 36 months,6.49,766.12,5 years,OWN,120000,Not Verified,credit_card,Credit card refinancing,770xx,21.3,745,205345,Fully Paid
68366718,7000, 36 months,9.17,223.16,5 years,RENT,70000,Not Verified,moving,Moving and relocation,900xx,16.1,660,18851,Fully Paid
68577462,12000, 36 months,9.8,386.09,< 1 year,MORTGAGE,100000,Source Verified,debt_consolidation,Debt consolidation,601xx,12.07,665,64010,Fully Paid
68577627,20000, 60 months,8.49,410.24,10+ years,OWN,40000,Not Verified,credit_card,Credit card refinancing,400xx,20.04,785,166975,Charged Off
68476479,5875, 36 months,15.77,205.89,10+ years,RENT,56000,Verified,debt_consolidation,Debt consolidation,604xx,25.65,670,40710,Fully Paid
68576177,18000, 60 months,18.49,461.9,10+ years,RENT,145000,Source Verified,debt_consolidation,Debt consolidation,945xx,15.54,670,91350,Fully Paid
68426438,28000, 36 months,7.91,876.26,1 year,MORTGAGE,160000,Not Verified,home_improvement,Home improvement,980xx,23.69,710,863809,Fully Paid
68537228,35000, 60 months,9.8,740.21,10+ years,RENT,205000,Source Verified,moving,Moving and relocation,941xx,5.71,710,52253,Fully Paid
68605120,31800, 60 months,16.59,783.32,< 1 year,MORTGAGE,65000,Source Verified,debt_consolidation,Debt consolidation,722xx,24.15,810,151320,Fully Paid
68396682,25000, 60 months,17.97,634.43,10+ years,MORTGAGE,105000,Not Verified,debt_consolidation,Debt consolidation,201xx,22.57,680,126079,Fully Paid
68566614,16000, 36 months,17.27,572.6,6 years,RENT,54000,Verified,debt_consolidation,Debt consolidation,104xx,20.73,715,54383,Fully Paid
68577273,25000, 60 months,10.78,540.83,10+ years,OWN,82000,Source Verified,credit_card,Credit card refinancing,430xx,26.88,720,51088,Charged Off
68182349,35000, 60 months,16.59,862.15,5 years,MORTGAGE,139000,Source Verified,credit_card,Credit card refinancing,945xx,14.95,670,437916,Fully Paid
68426245,18000, 36 months,7.91,563.31,1 year,OWN,60000,Not Verified,credit_card,Credit card refinancing,347xx,11.52,680,249471,Charged Off
68516370,10000, 36 months,7.49,311.02,< 1 year,MORTGAGE,55500,Source Verified,debt_consolidation,Debt consolidation,152xx,15.05,700,197329,Fully Paid
68396401,8000, 36 months,14.85,276.74,2 years,RENT,53040,Verified,credit_card,Credit card refinancing,967xx,20.54,660,18745,Fully Paid
68504862,12000, 60 months,13.44,275.75,10+ years,MORTGAGE,75000,Source Verified,debt_consolidation,Debt consolidation,410xx,18.46,680,188332,Charged Off
68466525,15000, 36 months,5.32,451.73,,MORTGAGE,75000,Not Verified,debt_consolidation,Debt consolidation,077xx,8.75,780,348839,Fully Paid
68466575,20000, 60 months,11.99,444.79,4 years,MORTGAGE,155000,Source Verified,house,Home buying,276xx,22.47,710,589998,Fully Paid
68525638,14000, 60 months,19.89,370.06,10+ years,MORTGAGE,80000,Source Verified,small_business,Business,377xx,14.39,700,161577,Fully Paid
68396575,20500, 36 months,8.49,647.04,,RENT,77700,Verified,debt_consolidation,Debt consolidation,956xx,18.56,685,36371,Fully Paid
68536174,4700, 36 months,13.99,160.62,4 years,MORTGAGE,88000,Source Verified,debt_consolidation,Debt consolidation,231xx,14.21,660,307949,Fully Paid
68426258,28000, 60 months,9.17,583.55,4 years,MORTGAGE,76008,Source Verified,debt_consolidation,Debt consolidation,945xx,14.47,690,38235,Fully Paid
68606785,12000, 36 months,7.91,375.54,10+ years,MORTGAGE,71000,Not Verified,debt_consolidation,Debt consolidation,376xx,24.86,715,314205,Fully Paid
68577304,7200, 36 months,7.91,225.33,< 1 year,RENT,42500,Source Verified,credit_card,Credit card refinancing,331xx,11.07,670,8187,Fully Paid
68526511,11000, 36 months,7.49,342.12,,OWN,33000,Not Verified,debt_consolidation,Debt consolidation,199xx,37.56,800,33480,Fully Paid
67378996,11000, 60 months,13.99,255.9,5 years,MORTGAGE,52000,Not Verified,debt_consolidation,Debt consolidation,925xx,5.7,660,8800,Charged Off
68526473,3500, 36 months,9.8,112.61,1 year,MORTGAGE,45000,Source Verified,car,Car financing,531xx,22.29,725,177019,Fully Paid
68386504,23850, 36 months,13.44,808.67,3 years,OWN,111000,Source Verified,major_purchase,Major purchase,935xx,13.58,660,69813,Fully Paid
68386590,3600, 36 months,15.77,126.16,3 years,RENT,70000,Source Verified,other,Other,058xx,14.33,685,44177,Fully Paid
68616588,15000, 36 months,7.91,469.43,2 years,RENT,54000,Source Verified,debt_consolidation,Debt consolidation,774xx,19.39,670,24581,Charged Off
68366510,16500, 36 months,11.99,547.96,10+ years,MORTGAGE,76000,Source Verified,credit_card,Credit card refinancing,973xx,2.56,725,7256,Fully Paid
67448298,8275, 36 months,10.78,270.06,,MORTGAGE,55000,Verified,credit_card,Credit card refinancing,082xx,38.05,715,267768,Fully Paid
68386480,35000, 36 months,17.27,1252.56,< 1 year,MORTGAGE,80000,Source Verified,home_improvement,Home improvement,806xx,15.77,690,43461,Fully Paid
68356375,20000, 36 months,5.32,602.3,< 1 year,MORTGAGE,106000,Not Verified,debt_consolidation,Debt consolidation,021xx,20.04,735,373014,Fully Paid
68616414,22800, 36 months,5.32,686.62,6 years,MORTGAGE,76000,Not Verified,debt_consolidation,Debt consolidation,142xx,21.96,735,90166,Fully Paid
68577378,10000, 36 months,8.49,315.63,4 years,OWN,35000,Not Verified,credit_card,Credit card refinancing,388xx,33.54,705,38331,Fully Paid
68113036,19000, 36 months,10.78,620.06,10+ years,MORTGAGE,155000,Not Verified,debt_consolidation,Debt consolidation,070xx,18.42,665,69168,Fully Paid
68406779,18000, 60 months,8.49,369.22,5 years,MORTGAGE,92000,Not Verified,debt_consolidation,Debt consolidation,970xx,3.48,750,295680,Charged Off
68596496,6000, 36 months,16.59,212.7,2 years,RENT,40000,Not Verified,debt_consolidation,Debt consolidation,972xx,10.8,660,4112,Charged Off
67055262,35000, 36 months,16.59,1240.72,10+ years,MORTGAGE,105000,Verified,credit_card,Credit card refinancing,156xx,27.22,700,238267,Fully Paid
68536992,6000, 36 months,13.99,205.04,10+ years,MORTGAGE,210000,Source Verified,debt_consolidation,Debt consolidation,773xx,12.55,665,424418,Fully Paid
68536187,16000, 36 months,13.99,546.77,< 1 year,RENT,52000,Source Verified,debt_consolidation,Debt consolidation,070xx,33.12,705,49648,Charged Off
68052822,5000, 36 months,16.59,177.25,,RENT,19000,Verified,debt_consolidation,Debt consolidation,152xx,14.28,665,4040,Fully Paid
68426234,3000, 36 months,18.49,109.2,1 year,RENT,54000,Not Verified,house,Home buying,113xx,32.18,680,126515,Charged Off
68596402,20000, 36 months,14.85,691.84,10+ years,OWN,120000,Not Verified,other,Other,100xx,33.29,685,369708,Charged Off
68338594,24000, 60 months,23.13,678.37,6 years,MORTGAGE,43435,Verified,debt_consolidation,,773xx,35.7,680,182215,Fully Paid
